Source_file,Ref video,  Resolution, Color_encoding, Aggregate_vmaf, Subject_score, PSNR, SSIM, MS_SSIM
ElFuenteDance_VMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 58.1070741537, -0.242175472935, 32.7086408341, 0.933492187994, 0.937178775671
ElFuenteDance_VMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 47.3571764408, -0.712211360504, 31.0623750932, 0.90994899684, 0.917793219589
ElFuenteDance_VMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 60.4999653128, -0.508750246814, 32.9486441422, 0.935958505529, 0.940963442338
ElFuenteDance_VMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 40.5206567697, -1.09156942521, 29.9815286998, 0.896044905213, 0.9067905703
ElFuenteDance_VMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 74.9570357484, 0.207777460665, 35.4403850916, 0.960701862559, 0.960951876777
ElFuenteDance_VMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 34.6357202799, -1.14048611541, 28.9485879179, 0.872257345972, 0.887657129542
ElFuenteMask_HuangBufferBasedAdaptor_Trace_0, ---, 1920x1080, 420, 60.2923806239, 0.1935723584, 31.0404856205, 0.936976010542, 0.934385456325
ElFuenteMask_HuangBufferBasedAdaptor_Trace_1, ---, 1920x1080, 420, 59.2855707146, 0.18287049765, 30.874497866, 0.93196371988, 0.929611207831
ElFuenteMask_HuangBufferBasedAdaptor_Trace_2, ---, 1920x1080, 420, 52.3480622026, -0.0849239945595, 29.8068105572, 0.922476998494, 0.919869540663
ElFuenteMask_HuangBufferBasedAdaptor_Trace_3, ---, 1920x1080, 420, 59.8474542284, 0.0510605637065, 30.9402963042, 0.942532760542, 0.940823790663
ElFuenteMask_HuangBufferBasedAdaptor_Trace_4, ---, 1920x1080, 420, 42.5924585199, -0.790661870462, 28.4418502636, 0.898940150602, 0.898686099398
ElFuenteMask_HuangBufferBasedAdaptor_Trace_5, ---, 1920x1080, 420, 69.1961761419, 0.362229617008, 32.4630233178, 0.954985656627, 0.951941358434
ElFuenteMask_HuangBufferBasedAdaptor_Trace_6, ---, 1920x1080, 420, 38.1406676548, -0.480220287306, 27.7990780497, 0.891003637048, 0.892176126506
ElFuenteMask_OracleVMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 74.8770937469, 0.59451983371, 33.2668824849, 0.967884134036, 0.962680399096
ElFuenteMask_OracleVMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 67.658815594, 0.354535875361, 32.0212777816, 0.957487021084, 0.953058557229
ElFuenteMask_OracleVMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 56.9993417889, -0.0612600608168, 30.4921196506, 0.940281475904, 0.936389108434
ElFuenteMask_OracleVMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 73.4170702055, 0.376975533882, 32.9803966702, 0.966487335843, 0.9612125
ElFuenteMask_OracleVMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 48.7040158048, -0.690060096536, 29.3049539096, 0.917919665663, 0.915480936747
ElFuenteMask_OracleVMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 83.9270765144, 1.08197353126, 35.0928543509, 0.976920870482, 0.973216667169
ElFuenteMask_OracleVMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 41.1648970515, -0.489528443706, 28.2889272892, 0.901156289157, 0.900552430723
ElFuenteMask_SimpleThroughputBasedAdaptor_Trace_0, ---, 1920x1080, 420, 72.6206177486, 0.313106259014, 32.9737072545, 0.961853960843, 0.95574747741
ElFuenteMask_SimpleThroughputBasedAdaptor_Trace_1, ---, 1920x1080, 420, 65.9820393151, 0.357286271525, 31.8457190467, 0.952806088855, 0.947499756024
ElFuenteMask_SimpleThroughputBasedAdaptor_Trace_2, ---, 1920x1080, 420, 54.606868083, -0.150227601176, 30.1495413554, 0.933464146084, 0.928927213855
ElFuenteMask_SimpleThroughputBasedAdaptor_Trace_3, ---, 1920x1080, 420, 69.5171487397, 0.367165795737, 32.3991033735, 0.960557504518, 0.95497976506
ElFuenteMask_SimpleThroughputBasedAdaptor_Trace_4, ---, 1920x1080, 420, 46.0828938739, -0.611619122386, 28.9737317982, 0.912509173193, 0.909869662651
ElFuenteMask_SimpleThroughputBasedAdaptor_Trace_5, ---, 1920x1080, 420, 82.4007638064, 0.930062292356, 34.7720940316, 0.976660606928, 0.971998650602
ElFuenteMask_SimpleThroughputBasedAdaptor_Trace_6, ---, 1920x1080, 420, 41.8959473893, -0.581282014526, 28.33089425, 0.900634697289, 0.899602173193
ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 71.600252792, 0.368365349613, 32.7738213886, 0.959253893072, 0.953952287651
ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 64.0145012256, 0.382369276445, 31.5500388494, 0.947452688253, 0.943880637048
ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 56.1650529145, -0.0796558035806, 30.3698557229, 0.936608578313, 0.932611120482
ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 71.4437866372, -0.033785556415, 32.8086305286, 0.961450310241, 0.957181033133
ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 48.252231199, -0.613705221185, 29.2973559142, 0.91589527259, 0.913679971386
ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 83.0371643409, 0.912483955491, 34.9440287846, 0.976162153614, 0.972245036145
ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 40.9118610968, -0.637649712093, 28.1986189533, 0.897262471386, 0.897526712349
GTA_HuangBufferBasedAdaptor_Trace_0, ---, 1920x1080, 420, 45.5862365303, -0.299791079315, 30.7325860243, 0.846257523018, 0.848317390026
GTA_HuangBufferBasedAdaptor_Trace_1, ---, 1920x1080, 420, 42.1656974071, -0.517979136751, 30.2557584962, 0.846957149616, 0.848300592072
GTA_HuangBufferBasedAdaptor_Trace_2, ---, 1920x1080, 420, 35.2535491199, -0.763318977941, 29.3993662519, 0.821976044757, 0.826716363171
GTA_HuangBufferBasedAdaptor_Trace_3, ---, 1920x1080, 420, 41.7435338395, -0.201643487155, 30.3107968056, 0.847056652174, 0.848147474425
GTA_HuangBufferBasedAdaptor_Trace_4, ---, 1920x1080, 420, 27.6398006666, -1.1793008163, 28.5623870716, 0.800578631714, 0.808127539642
GTA_HuangBufferBasedAdaptor_Trace_5, ---, 1920x1080, 420, 53.2089651704, -0.113796864258, 31.651452179, 0.868310835038, 0.86754361509
GTA_HuangBufferBasedAdaptor_Trace_6, ---, 1920x1080, 420, 23.697650912, -1.16297053506, 28.1300154859, 0.79272291688, 0.80117944757
GTA_OracleVMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 51.3773302434, -0.261214731162, 31.4534943824, 0.875828200767, 0.874118877238
GTA_OracleVMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 45.8907273297, -0.534948151399, 30.7741762442, 0.866665721228, 0.865922576726
GTA_OracleVMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 39.6209583474, -0.741831095966, 30.0150321036, 0.843118335038, 0.84503206266
GTA_OracleVMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 50.0486568865, -0.182100019041, 31.3512411522, 0.875666262148, 0.873634787724
GTA_OracleVMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 32.6363771459, -1.23294692316, 29.1693281765, 0.811059799233, 0.817555790281
GTA_OracleVMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 59.313634195, 0.0857165448503, 32.5090848696, 0.899933494885, 0.89542833376
GTA_OracleVMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 28.284622309, -1.04730829344, 28.7053687225, 0.803066585678, 0.810449428389
GTA_SimpleThroughputBasedAdaptor_Trace_0, ---, 1920x1080, 420, 49.5650505949, -0.26267440627, 31.1977231752, 0.880224420716, 0.877423767263
GTA_SimpleThroughputBasedAdaptor_Trace_1, ---, 1920x1080, 420, 44.4564990221, -0.604789749136, 30.5635364182, 0.859428648338, 0.859321002558
GTA_SimpleThroughputBasedAdaptor_Trace_2, ---, 1920x1080, 420, 34.0134038527, -1.09027794956, 29.3312979156, 0.815243480818, 0.821208351662
GTA_SimpleThroughputBasedAdaptor_Trace_3, ---, 1920x1080, 420, 43.6649260186, -0.58911631502, 30.5834460294, 0.868877626598, 0.867713173913
GTA_SimpleThroughputBasedAdaptor_Trace_4, ---, 1920x1080, 420, 25.787909391, -1.386480587, 28.3895518683, 0.796990840153, 0.804996764706
GTA_SimpleThroughputBasedAdaptor_Trace_5, ---, 1920x1080, 420, 57.4612604051, 0.129940397048, 32.2082718581, 0.895426400256, 0.891370251918
GTA_SimpleThroughputBasedAdaptor_Trace_6, ---, 1920x1080, 420, 23.498511656, -1.27368475059, 28.1027567941, 0.792039835038, 0.800530886189
GTA_VMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 49.9115843589, -0.468241353616, 31.2812009731, 0.87643009335, 0.874174996164
GTA_VMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 43.748321333, -0.650944378471, 30.4836035448, 0.860194712276, 0.860748650895
GTA_VMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 39.4781466428, -0.759034614443, 29.9615853402, 0.837809668798, 0.840536433504
GTA_VMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 45.9554176761, -0.514033739206, 31.0287095806, 0.871571104859, 0.870139855499
GTA_VMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 31.1699728543, -1.36178176444, 29.0247734987, 0.804604254476, 0.811801147059
GTA_VMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 58.4606893863, 0.106187844945, 32.3726329834, 0.898647751918, 0.894277035806
GTA_VMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 27.1954774695, -1.30459143345, 28.5301739373, 0.798457828645, 0.806285601023
MeridianConversation_HuangBufferBasedAdaptor_Trace_0, ---, 1920x1080, 420, 85.6919010756, 0.840097304611, 41.1386192466, 0.990062379224, 0.986796848561
MeridianConversation_HuangBufferBasedAdaptor_Trace_1, ---, 1920x1080, 420, 83.5861939011, 0.635024137324, 40.6068034944, 0.988581734668, 0.985293921151
MeridianConversation_HuangBufferBasedAdaptor_Trace_2, ---, 1920x1080, 420, 81.4303355952, 0.445280308983, 40.1129192315, 0.987035118899, 0.983812041302
MeridianConversation_HuangBufferBasedAdaptor_Trace_3, ---, 1920x1080, 420, 84.2290944739, 0.868646958416, 40.7471727309, 0.988911262829, 0.985645091364
MeridianConversation_HuangBufferBasedAdaptor_Trace_5, ---, 1920x1080, 420, 87.1998730141, 1.00190903786, 41.5776242854, 0.991397669587, 0.988099728411
MeridianConversation_HuangBufferBasedAdaptor_Trace_6, ---, 1920x1080, 420, 76.1698263205, 0.164493681591, 38.8977478949, 0.982760734668, 0.979765814768
MeridianConversation_OracleVMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 90.0333328906, 1.18452499867, 41.9869401051, 0.992992147685, 0.989585988736
MeridianConversation_OracleVMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 87.9233793298, 0.992718832936, 41.4533551289, 0.99149297622, 0.988081927409
MeridianConversation_OracleVMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 85.2760962137, 0.682499484095, 40.8251090088, 0.989697175219, 0.986294076345
MeridianConversation_OracleVMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 89.4019229873, 1.11534946822, 41.7665680914, 0.992411510638, 0.989034289111
MeridianConversation_OracleVMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 81.7798575954, -0.310286689246, 40.0406839449, 0.986958444305, 0.983714911139
MeridianConversation_OracleVMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 90.9209903497, 1.29633337212, 42.3676611239, 0.993655230288, 0.990323076345
MeridianConversation_OracleVMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 77.2592929271, 0.225647173874, 39.0682147259, 0.983449627034, 0.980430861076
MeridianConversation_SimpleThroughputBasedAdaptor_Trace_0, ---, 1920x1080, 420, 90.625038321, 1.16548182212, 42.0668823504, 0.993377848561, 0.989938330413
MeridianConversation_SimpleThroughputBasedAdaptor_Trace_1, ---, 1920x1080, 420, 87.0925711985, 0.886439332745, 41.209546164, 0.990798265332, 0.987403823529
MeridianConversation_SimpleThroughputBasedAdaptor_Trace_2, ---, 1920x1080, 420, 81.7457136189, 0.305485388645, 40.0563017046, 0.987073260325, 0.983810053817
MeridianConversation_SimpleThroughputBasedAdaptor_Trace_3, ---, 1920x1080, 420, 85.2145293988, 0.95546568972, 40.7172126909, 0.988794022528, 0.985594566959
MeridianConversation_SimpleThroughputBasedAdaptor_Trace_4, ---, 1920x1080, 420, 78.1722157426, -0.394904581317, 39.2837926708, 0.984172390488, 0.981099401752
MeridianConversation_SimpleThroughputBasedAdaptor_Trace_5, ---, 1920x1080, 420, 91.3283338529, 1.48232752244, 42.3652520125, 0.993803299124, 0.990470025031
MeridianConversation_SimpleThroughputBasedAdaptor_Trace_6, ---, 1920x1080, 420, 76.3639115624, -0.225901360798, 38.9281290013, 0.982839306633, 0.979854
MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 89.2337306968, 1.12148001623, 41.7645305569, 0.992480897372, 0.989088305382
MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 87.2520264434, 0.794501967414, 41.3529942854, 0.991130808511, 0.987733944931
MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 84.1692777507, 0.600287006898, 40.685739567, 0.989019006258, 0.985640649562
MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 88.6040931041, 1.01892343741, 41.5613108135, 0.991720939925, 0.988362897372
MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 80.6355939261, -0.355081733502, 39.7789403567, 0.985880245307, 0.982745685857
MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 89.9950431717, 1.11991932076, 42.1136863342, 0.992828877347, 0.989509834793
MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 76.8813949649, -0.0290240184929, 39.0079513367, 0.983171325407, 0.980161137672
MeridianDriving_HuangBufferBasedAdaptor_Trace_0, ---, 1920x1080, 420, 69.9003748565, 0.528310379357, 36.7647859086, 0.958166635802, 0.956502153086
MeridianDriving_HuangBufferBasedAdaptor_Trace_1, ---, 1920x1080, 420, 67.4557281893, 0.353920395306, 36.2673849284, 0.955976403704, 0.954408877778
MeridianDriving_HuangBufferBasedAdaptor_Trace_2, ---, 1920x1080, 420, 58.9101491561, 0.0842543325091, 34.8708637284, 0.947383111111, 0.946702148148
MeridianDriving_HuangBufferBasedAdaptor_Trace_3, ---, 1920x1080, 420, 66.9859610941, 0.323082350556, 36.3355286309, 0.955295288889, 0.953925195062
MeridianDriving_HuangBufferBasedAdaptor_Trace_4, ---, 1920x1080, 420, 56.0748505428, -0.470754138739, 34.3677684519, 0.944493007407, 0.9439658
MeridianDriving_HuangBufferBasedAdaptor_Trace_5, ---, 1920x1080, 420, 75.1235002499, 0.632574582115, 37.8637914259, 0.962905739506, 0.960886487654
MeridianDriving_HuangBufferBasedAdaptor_Trace_6, ---, 1920x1080, 420, 54.5390456847, -0.178722176726, 33.9992355605, 0.943275637037, 0.942737864198
MeridianDriving_OracleVMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 77.5493673116, 0.88470721817, 37.6503760383, 0.971827991358, 0.96808674321
MeridianDriving_OracleVMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 73.8428362014, 0.619121816845, 37.0235676728, 0.966899111111, 0.963698059259
MeridianDriving_OracleVMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 67.4100015171, 0.322486621298, 36.0252241074, 0.95861872963, 0.956342175309
MeridianDriving_OracleVMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 76.1176734928, 0.65507583631, 37.3454991, 0.970140396296, 0.966536864198
MeridianDriving_OracleVMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 62.0714933317, -0.399974974401, 35.1239831086, 0.950705851852, 0.949444566667
MeridianDriving_OracleVMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 80.1360776437, 0.936374402669, 38.3242249494, 0.973805692593, 0.970123083951
MeridianDriving_OracleVMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 56.7170943066, -0.152188889752, 34.2851486259, 0.945702588889, 0.944832375309
MeridianDriving_SimpleThroughputBasedAdaptor_Trace_0, ---, 1920x1080, 420, 76.8953405502, 0.673690063399, 37.356058637, 0.972412965432, 0.968494718519
MeridianDriving_SimpleThroughputBasedAdaptor_Trace_1, ---, 1920x1080, 420, 73.5024772268, 0.720482490849, 36.9133667432, 0.967272474074, 0.963930624691
MeridianDriving_SimpleThroughputBasedAdaptor_Trace_2, ---, 1920x1080, 420, 65.299941075, 0.191718798258, 35.6147724432, 0.95839821358, 0.955968130864
MeridianDriving_SimpleThroughputBasedAdaptor_Trace_3, ---, 1920x1080, 420, 74.1049704687, 0.632217832172, 36.9271146926, 0.969676898765, 0.96601615679
MeridianDriving_SimpleThroughputBasedAdaptor_Trace_4, ---, 1920x1080, 420, 58.3221090386, -0.593639860557, 34.5014412099, 0.948081988889, 0.946942928395
MeridianDriving_SimpleThroughputBasedAdaptor_Trace_5, ---, 1920x1080, 420, 80.8255098311, 0.913555993264, 38.2660541074, 0.975837220988, 0.971791640741
MeridianDriving_SimpleThroughputBasedAdaptor_Trace_6, ---, 1920x1080, 420, 54.6198460497, -0.416237305503, 33.9644833815, 0.94575272963, 0.944664571605
MeridianDriving_VMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 75.9701263402, 0.684673497644, 37.3890833123, 0.970013174074, 0.966500838272
MeridianDriving_VMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 72.3977106233, 0.641916142056, 36.8463177074, 0.965012269136, 0.962088680247
MeridianDriving_VMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 66.3290349671, 0.114246206916, 35.9132870827, 0.954949591358, 0.953360096296
MeridianDriving_VMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 72.7346593765, 0.490112078868, 36.8193906827, 0.966950180247, 0.963730141975
MeridianDriving_VMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 60.7518248848, -0.510270619103, 34.9533296753, 0.949566871605, 0.948309140741
MeridianDriving_VMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 80.8339579339, 0.974020817607, 38.4943564333, 0.974334444444, 0.970656482716
MeridianDriving_VMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 56.6989442731, -0.263004377621, 34.2996440136, 0.945874650617, 0.944997320988
Skateboarding_HuangBufferBasedAdaptor_Trace_0, ---, 1920x1080, 420, 56.7978129539, -0.208036504356, 36.2967482141, 0.956496290932, 0.957878025189
Skateboarding_HuangBufferBasedAdaptor_Trace_1, ---, 1920x1080, 420, 55.2758856274, -0.256515952925, 36.3156755592, 0.955098856423, 0.956636100756
Skateboarding_HuangBufferBasedAdaptor_Trace_2, ---, 1920x1080, 420, 48.2328812957, -0.469742184627, 35.3716052935, 0.947718717884, 0.950516525189
Skateboarding_HuangBufferBasedAdaptor_Trace_3, ---, 1920x1080, 420, 52.1249998977, -0.298708213209, 35.8290641335, 0.953231423174, 0.955054632242
Skateboarding_HuangBufferBasedAdaptor_Trace_4, ---, 1920x1080, 420, 41.6137290932, -0.994956539197, 34.411542995, 0.941914302267, 0.945665876574
Skateboarding_HuangBufferBasedAdaptor_Trace_5, ---, 1920x1080, 420, 62.5906814486, -0.0707210208949, 37.2159978073, 0.962535130982, 0.962846914358
Skateboarding_HuangBufferBasedAdaptor_Trace_6, ---, 1920x1080, 420, 35.0198822171, -0.849762166796, 33.6263280592, 0.931904162469, 0.937433319899
Skateboarding_OracleVMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 67.8241063982, 0.0747248806669, 37.6894505894, 0.968783756927, 0.968393996222
Skateboarding_OracleVMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 62.3930823716, -0.137125984838, 37.0304101725, 0.964508508816, 0.964723420655
Skateboarding_OracleVMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 52.7458791369, -0.317679971902, 35.8630058892, 0.955134171285, 0.956615437028
Skateboarding_OracleVMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 66.9152175504, 0.0965578436539, 37.5787619358, 0.967920918136, 0.967706365239
Skateboarding_OracleVMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 45.971639853, -0.896666453373, 34.9836642796, 0.947390599496, 0.950123860202
Skateboarding_OracleVMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 76.3845278478, 0.254264835932, 39.0543001297, 0.974269736776, 0.973105190176
Skateboarding_OracleVMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 38.6102265584, -0.870020766529, 34.0903415453, 0.937857039043, 0.942308438287
Skateboarding_SimpleThroughputBasedAdaptor_Trace_0, ---, 1920x1080, 420, 67.5577616025, 0.0885529003623, 37.6103381096, 0.969466505038, 0.969048707809
Skateboarding_SimpleThroughputBasedAdaptor_Trace_1, ---, 1920x1080, 420, 61.2164845029, 0.0376615793654, 36.8118181826, 0.963165807305, 0.963619502519
Skateboarding_SimpleThroughputBasedAdaptor_Trace_2, ---, 1920x1080, 420, 47.8842467341, -0.647639666311, 35.2340968942, 0.948506583123, 0.951167964736
Skateboarding_SimpleThroughputBasedAdaptor_Trace_3, ---, 1920x1080, 420, 61.8994888904, 0.204221459658, 36.9100782607, 0.963391251889, 0.963847084383
Skateboarding_SimpleThroughputBasedAdaptor_Trace_4, ---, 1920x1080, 420, 39.7913788803, -1.01324612553, 34.259058238, 0.939473482368, 0.943638677582
Skateboarding_SimpleThroughputBasedAdaptor_Trace_5, ---, 1920x1080, 420, 76.2718060258, 0.709511824757, 38.9079556474, 0.975418083123, 0.974145086902
Skateboarding_SimpleThroughputBasedAdaptor_Trace_6, ---, 1920x1080, 420, 36.2609816232, -0.761198301076, 33.7874380151, 0.933255860202, 0.938680774559
Skateboarding_VMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 65.1104054708, -0.000336908783517, 37.3339331121, 0.965636254408, 0.965970278338
Skateboarding_VMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 59.9639319707, -0.152807655503, 36.7628457783, 0.960267641058, 0.961256231738
Skateboarding_VMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 51.4097298971, -0.502630363832, 35.7024887469, 0.953646974811, 0.955266270781
Skateboarding_VMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 62.002941926, 0.0953421289685, 36.9411889622, 0.963051054156, 0.963700144836
Skateboarding_VMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 44.7809127966, -0.938891233471, 34.8654181499, 0.945406554156, 0.948470347607
Skateboarding_VMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 75.9508859132, 0.401861418361, 38.9558268199, 0.975095625945, 0.973922073048
Skateboarding_VMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 37.7668752478, -0.84005673581, 34.006627, 0.936218356423, 0.941013506297
Soccer_HuangBufferBasedAdaptor_Trace_0, ---, 1920x1080, 420, 44.4315007191, -0.625918049237, 27.0992843168, 0.9188566704, 0.9103400352
Soccer_HuangBufferBasedAdaptor_Trace_1, ---, 1920x1080, 420, 41.663279531, -0.605758110502, 26.7712685952, 0.921633168, 0.9113099968
Soccer_HuangBufferBasedAdaptor_Trace_2, ---, 1920x1080, 420, 32.0297477138, -1.13288239791, 25.5387529792, 0.8953383728, 0.8860655664
Soccer_HuangBufferBasedAdaptor_Trace_3, ---, 1920x1080, 420, 40.9256224225, -0.656567219813, 26.697140416, 0.9130706704, 0.9029429728
Soccer_HuangBufferBasedAdaptor_Trace_4, ---, 1920x1080, 420, 23.8113144573, -1.33097147386, 24.2672409088, 0.8431486768, 0.8391747008
Soccer_HuangBufferBasedAdaptor_Trace_5, ---, 1920x1080, 420, 54.4231633215, -0.103798422224, 28.5525576848, 0.9412260048, 0.93290504
Soccer_HuangBufferBasedAdaptor_Trace_6, ---, 1920x1080, 420, 20.2500755985, -1.3097247667, 23.8177254352, 0.8306292768, 0.8269801024
Soccer_OracleVMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 52.4342683325, -0.350008227075, 27.9685779088, 0.9446271584, 0.9354080656
Soccer_OracleVMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 45.3693461355, -0.588976159062, 27.0117769568, 0.9273026304, 0.9179434736
Soccer_OracleVMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 35.5365469722, -1.0150101947, 25.879563712, 0.9042215664, 0.8940787248
Soccer_OracleVMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 50.4842646855, -0.183228234905, 27.6223570768, 0.9355356816, 0.92750168
Soccer_OracleVMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 27.2732829833, -1.27083381237, 24.6767788992, 0.8586996304, 0.8540676736
Soccer_OracleVMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 63.9390025827, 0.347234506176, 29.6083526976, 0.9604408112, 0.9525504016
Soccer_OracleVMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 22.1180543594, -1.43384687024, 24.01911876, 0.8362652928, 0.8325743376
Soccer_SimpleThroughputBasedAdaptor_Trace_0, ---, 1920x1080, 420, 51.1281313193, -0.250485866972, 27.58026696, 0.9337742608, 0.9266540128
Soccer_SimpleThroughputBasedAdaptor_Trace_1, ---, 1920x1080, 420, 45.6258041357, -0.702640070653, 26.985981056, 0.9307398208, 0.9212076464
Soccer_SimpleThroughputBasedAdaptor_Trace_2, ---, 1920x1080, 420, 32.0028082066, -1.03793832136, 25.3042895376, 0.8869747216, 0.8791090176
Soccer_SimpleThroughputBasedAdaptor_Trace_3, ---, 1920x1080, 420, 44.9019296836, -0.642554533922, 26.786963288, 0.916679936, 0.9088875248
Soccer_SimpleThroughputBasedAdaptor_Trace_4, ---, 1920x1080, 420, 20.2500755985, -1.58544335647, 23.8177254352, 0.8306292768, 0.8269801024
